transcript,summary
project manager open meeting stating conceptual design restates last meeting descision speech recognition technology say still decide whether use lcd screen move three presentation marketing expert first present talk making pleasantlooking device particularly one favor current trend begin talking using fruit vegetable natural object shape remote logo button eventually decide make device shape banana next user interface specialist present annouces technology division company developed integrated programmeable sample speaker unit would allow person conversation remote control option using technology show plan remote control could look like feature might suggests putting two scroll wheel one changing channel another volume also included turbo button speed think every design since charge twentyfive euro decide eliminate lcd screen idea interface specialist talk base station purpose finding remote control lost user could simply press button base station remote control would start beeping lastly industrial designer present discussing power source remote control suggests could one two kind power supply usual battery rechargable one base station could place solar cell top time lighting good talk using plastic elasticity remote would break piece fell relates earlier discussion giving spongy design plastic also less costly option wood titanum addition talk giving control double curve curve side easy hold handle yet seem set idea making banana shape one group member feel shape handy industrial desiger tell use regular chip rather advanced one since pricing factor agree base station remote go discussion one member suggesting make banana stylized look less like banana example could silver project manager discussreiterate decision made meeting lcd screen remote base station rf beeping button base station press possibly stylish bananashape control scroll wheel control volume channel thumb level turbo button perhaps underneath device onoff button tv next meeting interface specialist industrial designer work together user interface lookfeel design marketing expert look product evaluation thus far lcd asr ruled remote base station button base station press scroll wheel channel volume turbo button possibly underneath device onoff button tv group yet agreed whether remote bananashaped concern shape handy might make product less marketable would problem since meet fifty million euro profit goal,project manager open meeting stating conceptual design restates last meeting descision speech recognition technology say still decide whether use lcd screen move three presentation marketing expert first present talk making pleasantlooking device particularly one favor current trend begin talking using fruit vegetable natural object shape remote logo button eventually decide make device shape banana next user interface specialist present annouces technology division company developed integrated programmeable sample speaker unit would allow person conversation remote control option using technology show plan remote control could look like feature might suggests putting two scroll wheel one changing channel another volume also included turbo button speed think every design since charge twentyfive euro decide eliminate lcd screen idea interface specialist talk base station purpose finding remote control lost user could simply press button base station remote control would start beeping lastly industrial designer present discussing power source remote control suggests could one two kind power supply usual battery rechargable one base station could place solar cell top time lighting good talk using plastic elasticity remote would break piece fell relates earlier discussion giving spongy design plastic also less costly option wood titanum addition talk giving control double curve curve side easy hold handle yet seem set idea making banana shape one group member feel shape handy industrial desiger tell use regular chip rather advanced one since pricing factor agree base station remote go discussion one member suggesting make banana stylized look less like banana example could silver project manager discussreiterate decision made meeting lcd screen remote base station rf beeping button base station press possibly stylish bananashape control scroll wheel control volume channel thumb level turbo button perhaps underneath device onoff button tv next meeting interface specialist industrial designer work together user interface lookfeel design marketing expert look product evaluation thus far lcd asr ruled remote base station button base station press scroll wheel channel volume turbo button possibly underneath device onoff button tv group yet agreed whether remote bananashaped concern shape handy might make product less marketable would problem since meet fifty million euro profit goal  project manager open meeting stating conceptual design restates last meeting descision speech recognition technology say still decide whether use lcd screen move three presentation marketing expert first present talk making pleasantlooking device particularly one favor current trend begin talking using fruit vegetable natural object shape remote logo button eventually decide make device shape banana next user interface specialist present annouces technology division company developed integrated programmeable sample speaker unit would allow person conversation remote control option using technology show plan remote control could look like feature might suggests putting two scroll wheel one changing channel another volume also included turbo button speed think every design since charge twentyfive euro decide eliminate lcd screen idea interface specialist talk base station purpose finding remote control lost user could simply press button base station remote control would start beeping lastly industrial designer present discussing power source remote control suggests could one two kind power supply usual battery rechargable one base station could place solar cell top time lighting good talk using plastic elasticity remote would break piece fell relates earlier discussion giving spongy design plastic also less costly option wood titanum addition talk giving control double curve curve side easy hold handle yet seem set idea making banana shape one group member feel shape handy industrial desiger tell use regular chip rather advanced one since pricing factor agree base station remote go discussion one member suggesting make banana stylized look less like banana example could silver project manager discussreiterate decision made meeting lcd screen remote base station rf beeping button base station press possibly stylish bananashape control scroll wheel control volume channel thumb level turbo button perhaps underneath device onoff button tv next meeting interface specialist industrial designer work together user interface lookfeel design marketing expert look product evaluation thus far lcd asr ruled remote base station button base station press scroll wheel channel volume turbo button possibly underneath device onoff button tv group yet agreed whether remote bananashaped concern shape handy might make product less marketable would problem since meet fifty million euro profit goal project manager open meeting stating conceptual design restates last meeting descision speech recognition technology say still decide whether use lcd screen move three presentation marketing expert first present talk making pleasantlooking device particularly one favor current trend begin talking using fruit vegetable natural object shape remote logo button eventually decide make device shape banana next user interface specialist present annouces technology division company developed integrated programmeable sample speaker unit would allow person conversation remote control option using technology show plan remote control could look like feature might suggests putting two scroll wheel one changing channel another volume also included turbo button speed think every design since charge twentyfive euro decide eliminate lcd screen idea interface specialist talk base station purpose finding remote control lost user could simply press button base station remote control would start beeping lastly industrial designer present discussing power source remote control suggests could one two kind power supply usual battery rechargable one base station could place solar cell top time lighting good talk using plastic elasticity remote would break piece fell relates earlier discussion giving spongy design plastic also less costly option wood titanum addition talk giving control double curve curve side easy hold handle yet seem set idea making banana shape one group member feel shape handy industrial desiger tell use regular chip rather advanced one since pricing factor agree base station remote go discussion one member suggesting make banana stylized look less like banana example could silver project manager discussreiterate decision made meeting lcd screen remote base station rf beeping button base station press possibly stylish bananashape control scroll wheel control volume channel thumb level turbo button perhaps underneath device onoff button tv next meeting interface specialist industrial designer work together user interface lookfeel design marketing expert look product evaluation thus far lcd asr ruled remote base station button base station press scroll wheel channel volume turbo button possibly underneath device onoff button tv group yet agreed whether remote bananashaped concern shape handy might make product less marketable would problem since meet fifty million euro profit goal
project manager go minute last meeting prototype presentation talk final design feature power source type chip weight remote go evaulations using list criterion made marketing expert rate criterion scale true false fancy handy functional cool whether would spend twenty five euro whether would change current remote one next cost estimate production decide solar cell go rechargable battery keep regular chip stick plastic put two scroll wheel three push button make special shade yellow eliminate turbo button give remote single curve budget restriction briefly evaulate project process close meeting na shaped like banana base station resembling banana leaf sit volume scroll wheel left channel scroll right contain teletext button pressed teletext appears channel selector used navigate teletext infared port top banana well bottom front base station control approx weight actual banana special shade yellow made plastic three push button pricing reason eliminate solar cell use rechargable battery power source base station used batterycharging last hour depending frequency use pricing reason use regular chip control rather advanced one pricing reason remote single double curve pricing reason eliminate turbo button pricing reason use regular chip instead advanced single curve instead double rechargable battery instead solar cell eliminate turbo button,
project manager opened meeting team member introduce name role project project manager introduced upcoming project team team member participate tool training exercise member drew favorite animal white board discussed liked animal project manager also discussed selling price project budget team discussed experience remote focusing various feature would like see remote produce well feature find unappealing current remote interface designer work technical function remote marketing expert find user requirement remote remote sell euro remote sold internationally production cost exceed euro na,project manager opened meeting team member introduce name role project project manager introduced upcoming project team team member participate tool training exercise member drew favorite animal white board discussed liked animal project manager also discussed selling price project budget team discussed experience remote focusing various feature would like see remote produce well feature find unappealing current remote interface designer work technical function remote marketing expert find user requirement remote remote sell euro remote sold internationally production cost exceed euro na
project manager opened meeting marketing expert discussed user requirement marketing expert also found younger user want lcd display remote capable speech recognition interface specialist discussed interior working remote stated preference using radio wave infrared technology industrial designer discussed particular component remote could include project manager briefed team new requirement initiated discussion team discussed decided various feature include remote produce team member work individual work team work teletext remote used television corporate image must recognizable product remote button channel changing volume setting numeral power onoff remote feature lcd screen lesser used function able accessed remote hidden remote remote time button cost adding speech recognition remote whether using radio wave interfere technology user owns cost infrared component minimize number button remote button access channel whether include lesser used function remote whether power button whether timer feature whether display function,project manager opened meeting marketing expert discussed user requirement marketing expert also found younger user want lcd display remote capable speech recognition interface specialist discussed interior working remote stated preference using radio wave infrared technology industrial designer discussed particular component remote could include project manager briefed team new requirement initiated discussion team discussed decided various feature include remote produce team member work individual work team work teletext remote used television corporate image must recognizable product remote button channel changing volume setting numeral power onoff remote feature lcd screen lesser used function able accessed remote hidden remote remote time button cost adding speech recognition remote whether using radio wave interfere technology user owns cost infrared component minimize number button remote button access channel whether include lesser used function remote whether power button whether timer feature whether display function   project manager opened meeting marketing expert discussed user requirement marketing expert also found younger user want lcd display remote capable speech recognition interface specialist discussed interior working remote stated preference using radio wave infrared technology industrial designer discussed particular component remote could include project manager briefed team new requirement initiated discussion team discussed decided various feature include remote produce team member work individual work team work teletext remote used television corporate image must recognizable product remote button channel changing volume setting numeral power onoff remote feature lcd screen lesser used function able accessed remote hidden remote remote time button cost adding speech recognition remote whether using radio wave interfere technology user owns cost infrared component minimize number button remote button access channel whether include lesser used function remote whether power button whether timer feature whether display function
project manager stated goal current meeting decide upon concept remote team creating marketing expert discussed finding trend watching report found current trend product must fancy look feel technologically innovative easy use incorporate fruit vegetable motif must spongy user interface designer discussed create interface remote easy use user interface designer discussed placement commonly used button overall shape remote hide less commonly used button industrial designer discussed various component energy source remote could include industrial designer focused use tft screen use solar cell supplement energy two regular battery team discussed made decision regarding option use solar cell specification lcd screen incorporate fruit vegetable motif design hide lesser used button industrial designer work look feel design user interface designer work user interface design marketing expert work project evaluation industrial designer user interface designer work together prototype remote feature small sized lcd screen lcd screen remote touch screen remote resemble banana remote use infrared technology remote spongy outer layer remote hidden layer containing lesser used button remote feature solar cell remote use speech recognition size tft screen impact size remote overall whether user expose remote sunlight recharge remote contains solar cell size shape remote incorporate fruit vegetable motif design remote fruit shaped remote lcd screen hide lesser used button,project manager stated goal current meeting decide upon concept remote team creating marketing expert discussed finding trend watching report found current trend product must fancy look feel technologically innovative easy use incorporate fruit vegetable motif must spongy user interface designer discussed create interface remote easy use user interface designer discussed placement commonly used button overall shape remote hide less commonly used button industrial designer discussed various component energy source remote could include industrial designer focused use tft screen use solar cell supplement energy two regular battery team discussed made decision regarding option use solar cell specification lcd screen incorporate fruit vegetable motif design hide lesser used button industrial designer work look feel design user interface designer work user interface design marketing expert work project evaluation industrial designer user interface designer work together prototype remote feature small sized lcd screen lcd screen remote touch screen remote resemble banana remote use infrared technology remote spongy outer layer remote hidden layer containing lesser used button remote feature solar cell remote use speech recognition size tft screen impact size remote overall whether user expose remote sunlight recharge remote contains solar cell size shape remote incorporate fruit vegetable motif design remote fruit shaped remote lcd screen hide lesser used button
project manager opened meeting introduced upcoming project team member team member participated exercise team member drew favorite animal discussed liked particular animal drawing exercise project manager discussed selling price production cost remote team design project manager also indicated remote sold internationally two million remote expected sold team discussed experience using remote past feature consider implementing remote produce team member discussed child proof capability color option adapt remote lefthanded user go back function size remote button lcd screen project manager closed meeting gave team member assignment one team member briefly went role team team member work idea arose meeting decide one useful one discarded team member work technical aspect remote remote sold euro production cost remote euro maximum remote child proof remote colorful different colored changeable face plate remote adaptable used righthanded lefthanded people remote feature button allows user return previous channel viewing size remote whether include screen similar one found cell phone remote many button action include remote,project manager opened meeting introduced upcoming project team member team member participated exercise team member drew favorite animal discussed liked particular animal drawing exercise project manager discussed selling price production cost remote team design project manager also indicated remote sold internationally two million remote expected sold team discussed experience using remote past feature consider implementing remote produce team member discussed child proof capability color option adapt remote lefthanded user go back function size remote button lcd screen project manager closed meeting gave team member assignment one team member briefly went role team team member work idea arose meeting decide one useful one discarded team member work technical aspect remote remote sold euro production cost remote euro maximum remote child proof remote colorful different colored changeable face plate remote adaptable used righthanded lefthanded people remote feature button allows user return previous channel viewing size remote whether include screen similar one found cell phone remote many button action include remote  project manager opened meeting introduced upcoming project team member team member participated exercise team member drew favorite animal discussed liked particular animal drawing exercise project manager discussed selling price production cost remote team design project manager also indicated remote sold internationally two million remote expected sold team discussed experience using remote past feature consider implementing remote produce team member discussed child proof capability color option adapt remote lefthanded user go back function size remote button lcd screen project manager closed meeting gave team member assignment one team member briefly went role team team member work idea arose meeting decide one useful one discarded team member work technical aspect remote remote sold euro production cost remote euro maximum remote child proof remote colorful different colored changeable face plate remote adaptable used righthanded lefthanded people remote feature button allows user return previous channel viewing size remote whether include screen similar one found cell phone remote many button action include remote
project manager opened meeting stated agenda team member marketing expert discussed finding survey indicated current remote ugly difficult use number unused button frustrate user misplaced contribute rsi marketing expert also stated young user like speech recognition user general want button power channel selection volume control lesser used setting user interface designer presented existing remote exemplify need simpler design discussed use component titanium backlit lcd screen discussed feature consider color option industrial designer discussed interior working remote handle universal capability speech recognition project manager closing project manager recapped decision team discussed handle issue locating remote misplaced industrial designer focus component concept user interface designer focus user interface concept marketing expert work trend watching team work teletext team concentrate making remote television make product generalized later automatic onoff feature used making remote universal user habit jumping channel channel speech recognition command work allowing user household remote personal setting locate remote misplaced,project manager opened meeting stated agenda team member marketing expert discussed finding survey indicated current remote ugly difficult use number unused button frustrate user misplaced contribute rsi marketing expert also stated young user like speech recognition user general want button power channel selection volume control lesser used setting user interface designer presented existing remote exemplify need simpler design discussed use component titanium backlit lcd screen discussed feature consider color option industrial designer discussed interior working remote handle universal capability speech recognition project manager closing project manager recapped decision team discussed handle issue locating remote misplaced industrial designer focus component concept user interface designer focus user interface concept marketing expert work trend watching team work teletext team concentrate making remote television make product generalized later automatic onoff feature used making remote universal user habit jumping channel channel speech recognition command work allowing user household remote personal setting locate remote misplaced project manager opened meeting stated agenda team member marketing expert discussed finding survey indicated current remote ugly difficult use number unused button frustrate user misplaced contribute rsi marketing expert also stated young user like speech recognition user general want button power channel selection volume control lesser used setting user interface designer presented existing remote exemplify need simpler design discussed use component titanium backlit lcd screen discussed feature consider color option industrial designer discussed interior working remote handle universal capability speech recognition project manager closing project manager recapped decision team discussed handle issue locating remote misplaced industrial designer focus component concept user interface designer focus user interface concept marketing expert work trend watching team work teletext team concentrate making remote television make product generalized later automatic onoff feature used making remote universal user habit jumping channel channel speech recognition command work allowing user household remote personal setting locate remote misplaced
project manager stated agenda set goal current meeting industrial designer discussed different option battery case material shape chip interface component also discussed component necessary speech recognition capable remote control user interface designer presented concept interface design called millennium remote control user interface designer also discussed team color option make smart remote tune user preference marketing expert discussed current finding trend watching report indicated desire product fancy look feel technologically innovative easy use incorporate fruit vegetable theme spongy project manager gave team member assignment team went decision made discussed whether use titanium rubber design user interface designer work interface design marketing expert work product evaluation user interface designer industrial designer work together prototype price remote consumer increase consumer want color available lcd screen remote contain speech recognizer remote button remote incorporate fruit vegetable theme remote feature lcd screen remote use two regular battery whether allow lcd remote case come different color account increase production cost remote come different color make smart remote whether make remote rubber titanium whether team invent trend,project manager stated agenda set goal current meeting industrial designer discussed different option battery case material shape chip interface component also discussed component necessary speech recognition capable remote control user interface designer presented concept interface design called millennium remote control user interface designer also discussed team color option make smart remote tune user preference marketing expert discussed current finding trend watching report indicated desire product fancy look feel technologically innovative easy use incorporate fruit vegetable theme spongy project manager gave team member assignment team went decision made discussed whether use titanium rubber design user interface designer work interface design marketing expert work product evaluation user interface designer industrial designer work together prototype price remote consumer increase consumer want color available lcd screen remote contain speech recognizer remote button remote incorporate fruit vegetable theme remote feature lcd screen remote use two regular battery whether allow lcd remote case come different color account increase production cost remote come different color make smart remote whether make remote rubber titanium whether team invent trend  project manager stated agenda set goal current meeting industrial designer discussed different option battery case material shape chip interface component also discussed component necessary speech recognition capable remote control user interface designer presented concept interface design called millennium remote control user interface designer also discussed team color option make smart remote tune user preference marketing expert discussed current finding trend watching report indicated desire product fancy look feel technologically innovative easy use incorporate fruit vegetable theme spongy project manager gave team member assignment team went decision made discussed whether use titanium rubber design user interface designer work interface design marketing expert work product evaluation user interface designer industrial designer work together prototype price remote consumer increase consumer want color available lcd screen remote contain speech recognizer remote button remote incorporate fruit vegetable theme remote feature lcd screen remote use two regular battery whether allow lcd remote case come different color account increase production cost remote come different color make smart remote whether make remote rubber titanium whether team invent trend
last meeting started presentation remote control prototype onoff volume button lcd screen active switched various colour largely replaces use push button jogwheel navigation option selection menu presented lcd also includes speech recognition alternative interface also serf mechanism locating device designed powered single battery casing made titanium rubber strawberry following fruit veg fashion prototype evaluated scale excellentvery bad term fancifulness technology robustness usefulness size colour shape customizability average mark team satisfied prototype although cost calculated proved expensive finally team evaluated whole process deemed good team found plenty room creativity liked project manager leadership na team realised prototype budget replaced battery hand dynamo became evident cost component material would without either lcd speech recognition decided change given price order accommodate design budget gratuitous presence decorative rubber strawberry titanium case even cover sensor meet everyones approval although attempt towards keeping current fashion trend result satisfy program manager prototype budget team realised budget allow specification prototype,last meeting started presentation remote control prototype onoff volume button lcd screen active switched various colour largely replaces use push button jogwheel navigation option selection menu presented lcd also includes speech recognition alternative interface also serf mechanism locating device designed powered single battery casing made titanium rubber strawberry following fruit veg fashion prototype evaluated scale excellentvery bad term fancifulness technology robustness usefulness size colour shape customizability average mark team satisfied prototype although cost calculated proved expensive finally team evaluated whole process deemed good team found plenty room creativity liked project manager leadership na team realised prototype budget replaced battery hand dynamo became evident cost component material would without either lcd speech recognition decided change given price order accommodate design budget gratuitous presence decorative rubber strawberry titanium case even cover sensor meet everyones approval although attempt towards keeping current fashion trend result satisfy program manager prototype budget team realised budget allow specification prototype   last meeting started presentation remote control prototype onoff volume button lcd screen active switched various colour largely replaces use push button jogwheel navigation option selection menu presented lcd also includes speech recognition alternative interface also serf mechanism locating device designed powered single battery casing made titanium rubber strawberry following fruit veg fashion prototype evaluated scale excellentvery bad term fancifulness technology robustness usefulness size colour shape customizability average mark team satisfied prototype although cost calculated proved expensive finally team evaluated whole process deemed good team found plenty room creativity liked project manager leadership na team realised prototype budget replaced battery hand dynamo became evident cost component material would without either lcd speech recognition decided change given price order accommodate design budget gratuitous presence decorative rubber strawberry titanium case even cover sensor meet everyones approval although attempt towards keeping current fashion trend result satisfy program manager prototype budget team realised budget allow specification prototype
project manager introduced project group group set agenda meeting discussed material sent account manager discussed explained role project group began discussion initial idea product discussed several usability feature adding speech recognition option choose watch channel content reducing number button using television screen display option adding light adaptation system participant instructed gather information next meeting functional design meeting participant instructed gather information functional design meeting group decided include option user choose watch channel content program type project agenda participant role clear participant beginning meeting group could decide wanted include speech recognition design,project manager introduced project group group set agenda meeting discussed material sent account manager discussed explained role project group began discussion initial idea product discussed several usability feature adding speech recognition option choose watch channel content reducing number button using television screen display option adding light adaptation system participant instructed gather information next meeting functional design meeting participant instructed gather information functional design meeting group decided include option user choose watch channel content program type project agenda participant role clear participant beginning meeting group could decide wanted include speech recognition design   project manager introduced project group group set agenda meeting discussed material sent account manager discussed explained role project group began discussion initial idea product discussed several usability feature adding speech recognition option choose watch channel content reducing number button using television screen display option adding light adaptation system participant instructed gather information next meeting functional design meeting participant instructed gather information functional design meeting group decided include option user choose watch channel content program type project agenda participant role clear participant beginning meeting group could decide wanted include speech recognition design
project manager presented goal meeting new product requirement industrial designer presented internal component remote control showed diagram operate together suggested field programmable gateway array used chip controlling software functionality suggested remote used recharging stand user interface designer gave presentation technical function remote displayed interface two existing product comparison showed competitor remote complicated suggested television remote used connect internet access downloadable program suggested simple design button small size locator function marketing expert presented several characteristic important user discussed using speech recognition way make feasible project small size low price point incorporating teletext different language group discussed new requirement required omit teletext design discussed possibility using remote access internet television remote used recharging stand group decided include lighting adaptation system participant disagreed easily move channel using design user interface designer included button resolution whether allow user use remote access internet television opposed including teletext capability,project manager presented goal meeting new product requirement industrial designer presented internal component remote control showed diagram operate together suggested field programmable gateway array used chip controlling software functionality suggested remote used recharging stand user interface designer gave presentation technical function remote displayed interface two existing product comparison showed competitor remote complicated suggested television remote used connect internet access downloadable program suggested simple design button small size locator function marketing expert presented several characteristic important user discussed using speech recognition way make feasible project small size low price point incorporating teletext different language group discussed new requirement required omit teletext design discussed possibility using remote access internet television remote used recharging stand group decided include lighting adaptation system participant disagreed easily move channel using design user interface designer included button resolution whether allow user use remote access internet television opposed including teletext capability   project manager presented goal meeting new product requirement industrial designer presented internal component remote control showed diagram operate together suggested field programmable gateway array used chip controlling software functionality suggested remote used recharging stand user interface designer gave presentation technical function remote displayed interface two existing product comparison showed competitor remote complicated suggested television remote used connect internet access downloadable program suggested simple design button small size locator function marketing expert presented several characteristic important user discussed using speech recognition way make feasible project small size low price point incorporating teletext different language group discussed new requirement required omit teletext design discussed possibility using remote access internet television remote used recharging stand group decided include lighting adaptation system participant disagreed easily move channel using design user interface designer included button resolution whether allow user use remote access internet television opposed including teletext capability
industrial designer presented option component suggested kinetic energy titanium case rubber push button group ask kinetic energy component provide enough energy user interface designer introduced graphical user interface group suggested using lcd screen presented several existing product suggested following large button voice recognition either push scroll spinning button incorporating customizable component group discussed including help button decided would make device seem complicated marketing expert presented user found remote easily lost complicated ugly showed user willing pay fancy remote suggested lcd screen group felt better utilize user television display screen would inquire cost deciding group inquire cost voice recognition scroll button group discussed incorporating locator function customization child discussed sensitivity voice recognizer noise group ask capability recognizer group find kinetic energy component provide enough energy group inquire cost voice recognition scroll button group ask capability voice recognition component group decided include help button device would make remote seem complicated enough information capability voice recognizer kinetic energy source enough information cost several component decision made whether lcd screen included decision made including locator function form take decision made making remote programmable child,industrial designer presented option component suggested kinetic energy titanium case rubber push button group ask kinetic energy component provide enough energy user interface designer introduced graphical user interface group suggested using lcd screen presented several existing product suggested following large button voice recognition either push scroll spinning button incorporating customizable component group discussed including help button decided would make device seem complicated marketing expert presented user found remote easily lost complicated ugly showed user willing pay fancy remote suggested lcd screen group felt better utilize user television display screen would inquire cost deciding group inquire cost voice recognition scroll button group discussed incorporating locator function customization child discussed sensitivity voice recognizer noise group ask capability recognizer group find kinetic energy component provide enough energy group inquire cost voice recognition scroll button group ask capability voice recognition component group decided include help button device would make remote seem complicated enough information capability voice recognizer kinetic energy source enough information cost several component decision made whether lcd screen included decision made including locator function form take decision made making remote programmable child   industrial designer presented option component suggested kinetic energy titanium case rubber push button group ask kinetic energy component provide enough energy user interface designer introduced graphical user interface group suggested using lcd screen presented several existing product suggested following large button voice recognition either push scroll spinning button incorporating customizable component group discussed including help button decided would make device seem complicated marketing expert presented user found remote easily lost complicated ugly showed user willing pay fancy remote suggested lcd screen group felt better utilize user television display screen would inquire cost deciding group inquire cost voice recognition scroll button group discussed incorporating locator function customization child discussed sensitivity voice recognizer noise group ask capability recognizer group find kinetic energy component provide enough energy group inquire cost voice recognition scroll button group ask capability voice recognition component group decided include help button device would make remote seem complicated enough information capability voice recognizer kinetic energy source enough information cost several component decision made whether lcd screen included decision made including locator function form take decision made making remote programmable child
user interface designer industrial designer presented two prototype one lcd screen one without demonstrated navigate menu presented voice recognition energy source component charging stand discussed modular design discussed parental control module titanium casing production cost budget basic model marketing expert presented three important user requirement also fruit vegetable spongy material trend fashion led evaluation prototype according requirement group feel remote sufficiently met criterion decided continue working design take lcd screen voice recognition discussed modular design advantage attracting customer group discussed incorporate fashion trend suggested one shape used could customized skin project manager led evaluation group experience project group pleased teamwork leadership one participant complained enough information given meeting agenda user interface designer industrial designer look option spongy skin material remote feature rechargeable doublea battery charging stand remote customized adult child elderly remote misplacement reminder sends message television screen remind user put remote back charger use remote feature modular design allows user add many component wish basic model group unsatisfied design decided continue working focusing fancier design remote feature lcd screen voice recognition group decided teamwork leadership project good enough information given meeting agenda group difficulty deciding would displayed lcd screen group felt much focus placed functionality remote could achieve fancy look group feel prototype met user requirement presented marketing expert group could decide incorporate fashion trend design enough information given agenda meeting,user interface designer industrial designer presented two prototype one lcd screen one without demonstrated navigate menu presented voice recognition energy source component charging stand discussed modular design discussed parental control module titanium casing production cost budget basic model marketing expert presented three important user requirement also fruit vegetable spongy material trend fashion led evaluation prototype according requirement group feel remote sufficiently met criterion decided continue working design take lcd screen voice recognition discussed modular design advantage attracting customer group discussed incorporate fashion trend suggested one shape used could customized skin project manager led evaluation group experience project group pleased teamwork leadership one participant complained enough information given meeting agenda user interface designer industrial designer look option spongy skin material remote feature rechargeable doublea battery charging stand remote customized adult child elderly remote misplacement reminder sends message television screen remind user put remote back charger use remote feature modular design allows user add many component wish basic model group unsatisfied design decided continue working focusing fancier design remote feature lcd screen voice recognition group decided teamwork leadership project good enough information given meeting agenda group difficulty deciding would displayed lcd screen group felt much focus placed functionality remote could achieve fancy look group feel prototype met user requirement presented marketing expert group could decide incorporate fashion trend design enough information given agenda meeting  user interface designer industrial designer presented two prototype one lcd screen one without demonstrated navigate menu presented voice recognition energy source component charging stand discussed modular design discussed parental control module titanium casing production cost budget basic model marketing expert presented three important user requirement also fruit vegetable spongy material trend fashion led evaluation prototype according requirement group feel remote sufficiently met criterion decided continue working design take lcd screen voice recognition discussed modular design advantage attracting customer group discussed incorporate fashion trend suggested one shape used could customized skin project manager led evaluation group experience project group pleased teamwork leadership one participant complained enough information given meeting agenda user interface designer industrial designer look option spongy skin material remote feature rechargeable doublea battery charging stand remote customized adult child elderly remote misplacement reminder sends message television screen remind user put remote back charger use remote feature modular design allows user add many component wish basic model group unsatisfied design decided continue working focusing fancier design remote feature lcd screen voice recognition group decided teamwork leadership project good enough information given meeting agenda group difficulty deciding would displayed lcd screen group felt much focus placed functionality remote could achieve fancy look group feel prototype met user requirement presented marketing expert group could decide incorporate fashion trend design enough information given agenda meeting user interface designer industrial designer presented two prototype one lcd screen one without demonstrated navigate menu presented voice recognition energy source component charging stand discussed modular design discussed parental control module titanium casing production cost budget basic model marketing expert presented three important user requirement also fruit vegetable spongy material trend fashion led evaluation prototype according requirement group feel remote sufficiently met criterion decided continue working design take lcd screen voice recognition discussed modular design advantage attracting customer group discussed incorporate fashion trend suggested one shape used could customized skin project manager led evaluation group experience project group pleased teamwork leadership one participant complained enough information given meeting agenda user interface designer industrial designer look option spongy skin material remote feature rechargeable doublea battery charging stand remote customized adult child elderly remote misplacement reminder sends message television screen remind user put remote back charger use remote feature modular design allows user add many component wish basic model group unsatisfied design decided continue working focusing fancier design remote feature lcd screen voice recognition group decided teamwork leadership project good enough information given meeting agenda group difficulty deciding would displayed lcd screen group felt much focus placed functionality remote could achieve fancy look group feel prototype met user requirement presented marketing expert group could decide incorporate fashion trend design enough information given agenda meeting
